STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,1844.382,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,1766.56,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,1692.966,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,1811.617,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,1768.411,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,1716.44,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,1679.76,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,1653.92,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,1637.37,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2013,,1720.76,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,1670,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2009,,6866.2,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2008,,7576.77,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2007,,7576.77,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2006,,5256.52,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2005,,6044.45,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2004,,6044.45,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2003,,5470.79,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2002,,4859.61,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2001,,4726.11,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,7650.39,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,7742.34,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2003,,303.7647,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2002,,343.2639,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2001,,305.0695,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2000,,271.1665,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1999,,256.4844,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1998,,247.8727,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1997,,255.2931,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1996,,264.5259,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1995,,264.3806,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2021,,461.2844,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2020,,478.2872,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2019,,439.1272,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2018,,407.3714,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2017,,410.9606,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2016,,409.5222,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2015,,403.566,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2014,,364.1315,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2013,,349.7881,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2012,,323.2582,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2011,,349.8745,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2010,,324.254,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2009,,351.5764,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2008,,345.3413,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2007,,391.2695,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2006,,342.5968,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2005,,319.8143,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2014,,268.4236,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1994,,287.9588,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1993,,278.5118,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1992,,278.2297,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1991,,279.1503,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1990,,291.8184,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1985,,298.0138,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1980,,282.6183,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1975,,191.8751,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2013,,293.3584,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2012,,313.5949,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2011,,314.829,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2010,,312.3841,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2009,,315.909,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2008,,319.9189,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2007,,321.7549,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2006,,320.8568,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2005,,318.8831,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2004,,255.6033,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2003,,259.8496,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2002,,274.8723,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2001,,290.446,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2000,,319.5632,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1999,,321.8448,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1998,,308.932,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1997,,318.1605,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1996,,303.5075,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1995,,287.0057,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2022,,354.7776,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2021,,358.3015,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2020,,341.994,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2019,,332.2206,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2018,,325.0301,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2017,,311.5041,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2016,,303.2868,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,11857.2,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,11271.2,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,11562.6,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,11491.8,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,10748,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2013,,14501,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,13878,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,10356.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,UKR,Ukraine,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2010,,9765.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ARM,Armenia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2021,,174.6344,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ARM,Armenia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2001,,74.55798,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ARM,Armenia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2000,,65.67727,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
